account,postdate,tweet,link,replysource,platform,has_parent_context,context_text,sentiment_label,sentiment_score,week
ihsanr28,2026-02-22 13:23:53+00:00,Haha negara asia katanya Haha negara asia katanya,https://www.threads.com/@ihsanr28/post/DVD857VknwB,https://www.threads.com/@masbakss/post/DU_igR2E9gn,threads,False,Haha negara asia katanya Haha negara asia katanya,neutral,0.4344545304775238,2026-02-16
a.m.habib_,2026-02-21 16:01:53+00:00,"udah di Asia nyumbang poin paling sedikit, tapi Ngecengin mulu, definisi ga tau malu  Translate udah di Asia nyumbang poin paling sedikit, tapi Ngecengin mulu, definisi ga tau malu",https://www.threads.com/@a.m.habib_/post/DVBqMNiE8Ns,https://www.threads.com/@masbakss/post/DU_igR2E9gn,threads,False,"udah di Asia nyumbang poin paling sedikit, tapi Ngecengin mulu, definisi ga tau malu  Translate udah di Asia nyumbang poin paling sedikit, tapi Ngecengin mulu, definisi ga tau malu",negative,0.9937551021575928,2026-02-16
ockyherdian,2026-02-22 14:23:44+00:00,Bodoh nya bisa se stadion. Pantesan ada Kartu Jakarta Pintar buat mereka. Bodoh nya bisa se stadion. Pantesan ada Kartu Jakarta Pintar buat mereka.,https://www.threads.com/@ockyherdian/post/DVEDwOhjM2c,https://www.threads.com/@masbakss/post/DU_igR2E9gn,threads,False,Bodoh nya bisa se stadion. Pantesan ada Kartu Jakarta Pintar buat mereka. Bodoh nya bisa se stadion. Pantesan ada Kartu Jakarta Pintar buat mereka.,negative,0.9974088072776794,2026-02-16
darajatsetiandi,2026-02-21 21:44:57+00:00,"Asia bukan negara, tetapi sebuah benua. Asia bukan negara, tetapi sebuah benua. Penjelasan singkat:
Asia adalah benua terbesar di dunia, baik dari sisi luas wilayah maupun jumlah penduduk.
Di dalam benua Asia terdapat banyak negara, seperti Indonesia, Jepang dll. Penjelasan singkat:
Asia adalah benua terbesar di dunia, baik dari sisi luas wilayah maupun jumlah penduduk.
Di dalam benua Asia terdapat banyak negara, seperti Indonesia, Jepang dll. Dari sini paham lah ya SDM nya seperti apa 😩
#LainKelasLainLevel  Translate Dari sini paham lah ya SDM nya seperti apa 😩
#LainKelasLainLevel",https://www.threads.com/@darajatsetiandi/post/DVCRc4SE811,https://www.threads.com/@masbakss/post/DU_igR2E9gn,threads,False,"Asia bukan negara, tetapi sebuah benua. Asia bukan negara, tetapi sebuah benua. Penjelasan singkat:
Asia adalah benua terbesar di dunia, baik dari sisi luas wilayah maupun jumlah penduduk.
Di dalam benua Asia terdapat banyak negara, seperti Indonesia, Jepang dll. Penjelasan singkat:
Asia adalah benua terbesar di dunia, baik dari sisi luas wilayah maupun jumlah penduduk.
Di dalam benua Asia terdapat banyak negara, seperti Indonesia, Jepang dll. Dari sini paham lah ya SDM nya seperti apa 😩
#LainKelasLainLevel  Translate Dari sini paham lah ya SDM nya seperti apa 😩
#LainKelasLainLevel",negative,0.5248176455497742,2026-02-16
galihdankz19,2026-02-21 13:44:48+00:00,Ini dipinggir kebon singkong ini dipinggir kebon singkong lalalalala ga bermodal Ini dipinggir kebon singkong ini dipinggir kebon singkong lalalalala ga bermodal,https://www.threads.com/@galihdankz19/post/DVBagQyD6a3,https://www.threads.com/@masbakss/post/DU_igR2E9gn,threads,False,Ini dipinggir kebon singkong ini dipinggir kebon singkong lalalalala ga bermodal Ini dipinggir kebon singkong ini dipinggir kebon singkong lalalalala ga bermodal,negative,0.8346371054649353,2026-02-16
zoelfikarnst5,2025-12-10 02:53:45+00:00,"😀😀😀😀😀 Jaka sembung bawa golok.. gak nyambung goblok !!! Rakyat yang mana yang mencintai dan Dunia mana yang mengagumi Jokowi dengan anaknya si Gibran haaahhh ??? PAOK jangan di pelihara bung !!!
Kalau jadi Penjilat jangan kangkangi kenyataan.. Fakta sudah berbicara siapa mereka dan siapa kau penjilat busuk.. kerak kloset !!!  Translate 😀😀😀😀😀 Jaka sembung bawa golok.. gak nyambung goblok !!! Rakyat yang mana yang mencintai dan Dunia mana yang mengagumi Jokowi dengan anaknya si Gibran haaahhh ??? PAOK jangan di pelihara bung !!!
Kalau jadi Penjilat jangan kangkangi kenyataan.. Fakta sudah berbicara siapa mereka dan siapa kau penjilat busuk.. kerak kloset !!!",https://www.threads.com/@zoelfikarnst5/post/DSER95Lj8-m,https://www.threads.com/@hadarmi_berbagi_inovasi/post/DSEF8ViARS4,threads,False,"😀😀😀😀😀 Jaka sembung bawa golok.. gak nyambung goblok !!! Rakyat yang mana yang mencintai dan Dunia mana yang mengagumi Jokowi dengan anaknya si Gibran haaahhh ??? PAOK jangan di pelihara bung !!!
Kalau jadi Penjilat jangan kangkangi kenyataan.. Fakta sudah berbicara siapa mereka dan siapa kau penjilat busuk.. kerak kloset !!!  Translate 😀😀😀😀😀 Jaka sembung bawa golok.. gak nyambung goblok !!! Rakyat yang mana yang mencintai dan Dunia mana yang mengagumi Jokowi dengan anaknya si Gibran haaahhh ??? PAOK jangan di pelihara bung !!!
Kalau jadi Penjilat jangan kangkangi kenyataan.. Fakta sudah berbicara siapa mereka dan siapa kau penjilat busuk.. kerak kloset !!!",negative,0.979439914226532,2025-12-08
bambangefendi94,2025-12-10 03:33:12+00:00,Akun dunggu Akun dunggu,https://www.threads.com/@bambangefendi94/post/DSEWeytCTdv,https://www.threads.com/@hadarmi_berbagi_inovasi/post/DSEF8ViARS4,threads,False,Akun dunggu Akun dunggu,negative,0.9931389689445496,2025-12-08
taneuhcukang,2025-12-10 03:50:08+00:00,Setiap ada yg gini muncul kok ga pernah dibales sama punya akunnya cuma diem aja apa mau naikin kolor ya  Translate Setiap ada yg gini muncul kok ga pernah dibales sama punya akunnya cuma diem aja apa mau naikin kolor ya,https://www.threads.com/@taneuhcukang/post/DSEYazgD0Ei,https://www.threads.com/@hadarmi_berbagi_inovasi/post/DSEF8ViARS4,threads,False,Setiap ada yg gini muncul kok ga pernah dibales sama punya akunnya cuma diem aja apa mau naikin kolor ya  Translate Setiap ada yg gini muncul kok ga pernah dibales sama punya akunnya cuma diem aja apa mau naikin kolor ya,negative,0.977229654788971,2025-12-08
hudimas2,2025-12-10 04:19:56+00:00,anak tukang ngibul ya ngibul lebih banyak lagi..🤣 anak tukang ngibul ya ngibul lebih banyak lagi..🤣,https://www.threads.com/@hudimas2/post/DSEb1H5Cdgp,https://www.threads.com/@hadarmi_berbagi_inovasi/post/DSEF8ViARS4,threads,False,anak tukang ngibul ya ngibul lebih banyak lagi..🤣 anak tukang ngibul ya ngibul lebih banyak lagi..🤣,negative,0.8461312651634216,2025-12-08
rusli.zaidan,2025-12-10 04:24:15+00:00,Perusak uu dan kedua ijazah gak jelas  Translate Perusak uu dan kedua ijazah gak jelas,https://www.threads.com/@rusli.zaidan/post/DSEcUslkVLo,https://www.threads.com/@hadarmi_berbagi_inovasi/post/DSEF8ViARS4,threads,False,Perusak uu dan kedua ijazah gak jelas  Translate Perusak uu dan kedua ijazah gak jelas,negative,0.9952996969223022,2025-12-08
pemburu.ranghyang.palsu,2026-02-12 09:42:41+00:00,"Bisa, apalagi kalau dari keluarganya Franz Kaisiepo tahu  Translate Bisa, apalagi kalau dari keluarganya Franz Kaisiepo tahu",https://www.threads.com/@pemburu.ranghyang.palsu/post/DUpzo-yklmt,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,"Bisa, apalagi kalau dari keluarganya Franz Kaisiepo tahu  Translate Bisa, apalagi kalau dari keluarganya Franz Kaisiepo tahu",positive,0.7119426131248474,2026-02-09
pemburu.ranghyang.palsu,2026-02-12 13:00:42+00:00,"Tapi dia orang malingsia lho, susah kayanya, kirain orang Indonesia tadi  Translate Tapi dia orang malingsia lho, susah kayanya, kirain orang Indonesia tadi",https://www.threads.com/@pemburu.ranghyang.palsu/post/DUqKTRukgkq,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,"Tapi dia orang malingsia lho, susah kayanya, kirain orang Indonesia tadi  Translate Tapi dia orang malingsia lho, susah kayanya, kirain orang Indonesia tadi",negative,0.9969101548194885,2026-02-09
kosmika.dirgantara,2026-02-12 12:25:57+00:00,Bisa banget  Translate Bisa banget,https://www.threads.com/@kosmika.dirgantara/post/DUqGUzrkqSU,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,Bisa banget  Translate Bisa banget,neutral,0.5934702157974243,2026-02-09
joscelinevashti,2026-02-12 12:45:02+00:00,wah parah sih kl bullynya kek gini😠 wah parah sih kl bullynya kek gini😠,https://www.threads.com/@joscelinevashti/post/DUqIgocCM-m,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,wah parah sih kl bullynya kek gini😠 wah parah sih kl bullynya kek gini😠,negative,0.9960439205169678,2026-02-09
hardiantoab_94_,2026-02-13 16:36:30+00:00,Bisa banget dituntut langsung Lapor ke Tim cyber polda aja  Translate Bisa banget dituntut langsung Lapor ke Tim cyber polda aja,https://www.threads.com/@hardiantoab_94_/post/DUtHyt0EuJM,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,Bisa banget dituntut langsung Lapor ke Tim cyber polda aja  Translate Bisa banget dituntut langsung Lapor ke Tim cyber polda aja,neutral,0.5128571391105652,2026-02-09
4heyniee,2026-02-12 13:01:08+00:00,Yang punya X bantu report akun itu yuk  Translate Yang punya X bantu report akun itu yuk,https://www.threads.com/@4heyniee/post/DUqKWhlD0b_,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,Yang punya X bantu report akun itu yuk  Translate Yang punya X bantu report akun itu yuk,neutral,0.988624095916748,2026-02-09
omwowo_,2026-02-12 14:03:18+00:00,Kurang ajar bener. 🤔 Kurang ajar bener. 🤔,https://www.threads.com/@omwowo_/post/DUqRdyTkS1-,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,Kurang ajar bener. 🤔 Kurang ajar bener. 🤔,negative,0.9973260164260864,2026-02-09
anggita59,2026-02-12 15:51:38+00:00,Saya juga ga terima kak. Jahat sekali. Saya juga ga terima kak. Jahat sekali.,https://www.threads.com/@anggita59/post/DUqd3VnE-GE,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,Saya juga ga terima kak. Jahat sekali. Saya juga ga terima kak. Jahat sekali.,negative,0.9983181953430176,2026-02-09
reza_grande,2026-02-12 12:53:56+00:00,Kak coba aja chat cucu cicitnya di ig @ azka.fams biar dilapor sama mereka wkwkw  Translate Kak coba aja chat cucu cicitnya di ig @ azka.fams biar dilapor sama mereka wkwkw,https://www.threads.com/@reza_grande/post/DUqJhvnkoae,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,Kak coba aja chat cucu cicitnya di ig @ azka.fams biar dilapor sama mereka wkwkw  Translate Kak coba aja chat cucu cicitnya di ig @ azka.fams biar dilapor sama mereka wkwkw,neutral,0.8903031349182129,2026-02-09
adimarquez5,2026-02-12 22:04:45+00:00,In rasis namanya. Kita harus menghargai Pahlawan kita. Bukannya dihina seperti ini!  Translate In rasis namanya. Kita harus menghargai Pahlawan kita. Bukannya dihina seperti ini!,https://www.threads.com/@adimarquez5/post/DUrIkGokxdf,https://www.threads.com/@rurs.thelapislazuli/post/DUput6kkRTd,threads,False,In rasis namanya. Kita harus menghargai Pahlawan kita. Bukannya dihina seperti ini!  Translate In rasis namanya. Kita harus menghargai Pahlawan kita. Bukannya dihina seperti ini!,negative,0.9930068254470825,2026-02-09
astyaast,2026-02-12 13:24:24+00:00,"Aku dah curiga, kebanyakan org indo ni hobinya jadi kompor emang.  Translate Aku dah curiga, kebanyakan org indo ni hobinya jadi kompor emang.",https://www.threads.com/@astyaast/post/DUqNA70krjj,https://www.threads.com/@billionaire.addict_95/post/DUqKh4iCeRj,threads,False,"Aku dah curiga, kebanyakan org indo ni hobinya jadi kompor emang.  Translate Aku dah curiga, kebanyakan org indo ni hobinya jadi kompor emang.",negative,0.9914024472236633,2026-02-09
billionaire.addict_95,2026-02-12 13:38:12+00:00,"jaman sekarang kebanyakan di cheat ka akun"" begitu  Translate jaman sekarang kebanyakan di cheat ka akun"" begitu",https://www.threads.com/@billionaire.addict_95/post/DUqOl-jidFz,https://www.threads.com/@billionaire.addict_95/post/DUqKh4iCeRj,threads,False,"jaman sekarang kebanyakan di cheat ka akun"" begitu  Translate jaman sekarang kebanyakan di cheat ka akun"" begitu",negative,0.9739641547203064,2026-02-09
prince_g.d,2026-02-12 13:43:26+00:00,"Jangan tuntut Jangan tuntut Org caper, emang itu maunya 
Saking dah sengetnya otaknya Org caper, emang itu maunya 
Saking dah sengetnya otaknya Bagusnya dimasa aja  Translate Bagusnya dimasa aja",https://www.threads.com/@prince_g.d/post/DUqPMXxDwWA,https://www.threads.com/@billionaire.addict_95/post/DUqKh4iCeRj,threads,False,"Jangan tuntut Jangan tuntut Org caper, emang itu maunya 
Saking dah sengetnya otaknya Org caper, emang itu maunya 
Saking dah sengetnya otaknya Bagusnya dimasa aja  Translate Bagusnya dimasa aja",negative,0.9942598342895508,2026-02-09
ridzwan202025,2026-02-12 14:12:21+00:00,Base nya dari malaydesh gua udah lacak akun nya  mau om buktikan dia dari negara mana om akan lacak akun itu bocil HINGUSAN yang hina Indonesia  Translate Base nya dari malaydesh gua udah lacak akun nya  mau om buktikan dia dari negara mana om akan lacak akun itu bocil HINGUSAN yang hina Indonesia,https://www.threads.com/@ridzwan202025/post/DUqSgIgkzf5,https://www.threads.com/@billionaire.addict_95/post/DUqKh4iCeRj,threads,False,Base nya dari malaydesh gua udah lacak akun nya  mau om buktikan dia dari negara mana om akan lacak akun itu bocil HINGUSAN yang hina Indonesia  Translate Base nya dari malaydesh gua udah lacak akun nya  mau om buktikan dia dari negara mana om akan lacak akun itu bocil HINGUSAN yang hina Indonesia,negative,0.7826014757156372,2026-02-09
rasela._.25,2026-02-12 13:18:56+00:00,"Parah ya ampun, orang MUNAFIK 🤦🏻‍♂️. Kalau yang ini wajib di serang akunnya.  Translate Parah ya ampun, orang MUNAFIK 🤦🏻‍♂️. Kalau yang ini wajib di serang akunnya.",https://www.threads.com/@rasela._.25/post/DUqMY6kE4Oc,https://www.threads.com/@billionaire.addict_95/post/DUqKh4iCeRj,threads,False,"Parah ya ampun, orang MUNAFIK 🤦🏻‍♂️. Kalau yang ini wajib di serang akunnya.  Translate Parah ya ampun, orang MUNAFIK 🤦🏻‍♂️. Kalau yang ini wajib di serang akunnya.",negative,0.9969832301139832,2026-02-09
g_is_gold,2026-02-12 23:21:06+00:00,Oh berarti emang hobi rasis  Translate Oh berarti emang hobi rasis,https://www.threads.com/@g_is_gold/post/DUrRTODk4HR,https://www.threads.com/@billionaire.addict_95/post/DUqKh4iCeRj,threads,False,Oh berarti emang hobi rasis  Translate Oh berarti emang hobi rasis,negative,0.9929808378219604,2026-02-09
mizzelllemm,2026-06-28 17:44:30+00:00,iya lagi  dah under estimate jg tuh ma Indonesia gegara awal. kita kalah  Translate iya lagi  dah under estimate jg tuh ma Indonesia gegara awal. kita kalah,https://www.threads.com/@mizzelllemm/post/DaI24_QnWK1,https://www.threads.com/@kitabedarasa_/post/DaIwBWkCPCK,threads,False,iya lagi  dah under estimate jg tuh ma Indonesia gegara awal. kita kalah  Translate iya lagi  dah under estimate jg tuh ma Indonesia gegara awal. kita kalah,negative,0.9880161881446838,2026-06-22
adnans162,2026-06-03 05:31:27+00:00,"ambon.antaranews.com/berit… ambon.antaranews.com/berit… ambon.antaranews.com ambon.antaranews.com Pemuda Pancasila tegaskan dukung Anis Baswedan menjadi capres karena pertimbangan mendukung sesama kader - ANTARA News Ambon, Maluku Pemuda Pancasila tegaskan dukung Anis Baswedan menjadi capres karena pertimbangan mendukung sesama kader - ANTARA News Ambon, Maluku",https://www.threads.com/@adnans162/post/DZHLIB4kta7,https://www.threads.com/@yuzarsifff69/post/DZG09lygW30,threads,False,"ambon.antaranews.com/berit… ambon.antaranews.com/berit… ambon.antaranews.com ambon.antaranews.com Pemuda Pancasila tegaskan dukung Anis Baswedan menjadi capres karena pertimbangan mendukung sesama kader - ANTARA News Ambon, Maluku Pemuda Pancasila tegaskan dukung Anis Baswedan menjadi capres karena pertimbangan mendukung sesama kader - ANTARA News Ambon, Maluku",neutral,0.9922651052474976,2026-06-01
yudi_rnb9,2026-06-03 04:04:39+00:00,🤮🤮🤮🤮🤮 🤮🤮🤮🤮🤮,https://www.threads.com/@yudi_rnb9/post/DZHBMTHkt-O,https://www.threads.com/@yuzarsifff69/post/DZG09lygW30,threads,False,🤮🤮🤮🤮🤮 🤮🤮🤮🤮🤮,positive,0.8845179080963135,2026-06-01
suwardiyonowardiyono,2026-06-03 09:16:04+00:00,Saya gak merindukan Anis  Translate Saya gak merindukan Anis,https://www.threads.com/@suwardiyonowardiyono/post/DZHk1KkmSye,https://www.threads.com/@yuzarsifff69/post/DZG09lygW30,threads,False,Saya gak merindukan Anis  Translate Saya gak merindukan Anis,negative,0.9935911893844604,2026-06-01
srinuryani489,2026-06-03 12:29:32+00:00,Sopo seng siap mbak rasah dobleh. Wong do Ra seneng kakean cangkem kok.  Translate Sopo seng siap mbak rasah dobleh. Wong do Ra seneng kakean cangkem kok.,https://www.threads.com/@srinuryani489/post/DZH6-OMmeoT,https://www.threads.com/@yuzarsifff69/post/DZG09lygW30,threads,False,Sopo seng siap mbak rasah dobleh. Wong do Ra seneng kakean cangkem kok.  Translate Sopo seng siap mbak rasah dobleh. Wong do Ra seneng kakean cangkem kok.,negative,0.9527579545974731,2026-06-01
radhianpharasu,2026-06-03 04:18:07+00:00,Dari 34 jawaban dan gue ke 35..gak ada yg Sudi pilih Anis..salah masuk gerbong Lo..Anis suruh jadi arsitek aja buat bikin bilik gubuk di Thamrin sama jualan lem Aibon.. Dari 34 jawaban dan gue ke 35..gak ada yg Sudi pilih Anis..salah masuk gerbong Lo..Anis suruh jadi arsitek aja buat bikin bilik gubuk di Thamrin sama jualan lem Aibon..,https://www.threads.com/@radhianpharasu/post/DZHCu64Et84,https://www.threads.com/@yuzarsifff69/post/DZG09lygW30,threads,False,Dari 34 jawaban dan gue ke 35..gak ada yg Sudi pilih Anis..salah masuk gerbong Lo..Anis suruh jadi arsitek aja buat bikin bilik gubuk di Thamrin sama jualan lem Aibon.. Dari 34 jawaban dan gue ke 35..gak ada yg Sudi pilih Anis..salah masuk gerbong Lo..Anis suruh jadi arsitek aja buat bikin bilik gubuk di Thamrin sama jualan lem Aibon..,negative,0.6195265650749207,2026-06-01
dwi260753,2026-06-03 09:36:03+00:00,"Termul gak usah diurusi.
Buar dpt azab dari Alloh.
Aamiin.
Kun fayakun. Termul gak usah diurusi.
Buar dpt azab dari Alloh.
Aamiin.
Kun fayakun.",https://www.threads.com/@dwi260753/post/DZHnHmdEojN,https://www.threads.com/@masuka.masuka.397/post/DZG6CZCE8fe,threads,False,"Termul gak usah diurusi.
Buar dpt azab dari Alloh.
Aamiin.
Kun fayakun. Termul gak usah diurusi.
Buar dpt azab dari Alloh.
Aamiin.
Kun fayakun.",negative,0.8022461533546448,2026-06-01
srdin4254,2026-03-27 00:37:24+00:00,gak mau pilih  Translate gak mau pilih,https://www.threads.com/@srdin4254/post/DWXja6dk9Xo,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,gak mau pilih  Translate gak mau pilih,negative,0.9943829774856567,2026-03-23
muslimin8674,2026-03-27 01:04:19+00:00,Maju terus sy salah satu pendukun bapak Maju terus sy salah satu pendukun bapak,https://www.threads.com/@muslimin8674/post/DWXmgA3AWhG,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,Maju terus sy salah satu pendukun bapak Maju terus sy salah satu pendukun bapak,neutral,0.8605802059173584,2026-03-23
fahmifahmi2135,2026-03-27 00:15:43+00:00,lah kopet lah kopet,https://www.threads.com/@fahmifahmi2135/post/DWXg8BYk842,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,lah kopet lah kopet,negative,0.9973157048225403,2026-03-23
wienpopeye,2026-03-27 00:41:41+00:00,Mimpi Jadi Gubernur aja ngak becus...!😂  Translate Mimpi Jadi Gubernur aja ngak becus...!😂,https://www.threads.com/@wienpopeye/post/DWXj6MLkjfR,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,Mimpi Jadi Gubernur aja ngak becus...!😂  Translate Mimpi Jadi Gubernur aja ngak becus...!😂,negative,0.9772015810012817,2026-03-23
siddimoersjid,2026-03-27 01:36:48+00:00,"Jadi siapa dia, rakyat dari mana Jadi siapa dia, rakyat dari mana",https://www.threads.com/@siddimoersjid/post/DWXqN94Ey0Y,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,"Jadi siapa dia, rakyat dari mana Jadi siapa dia, rakyat dari mana",negative,0.9322665333747864,2026-03-23
marcelino_rudy,2026-03-27 02:12:39+00:00,Imigran dari Yaman gak lebih kayak Rohingya dah di kasih makan minte di naikin uang makan gak cukup kata nya maka nya di bela habis habisan sama Abu Mawas mereka sama sifat nya cuma klo rohingya itu bukan turunan.habib klo yaman konon turunan habib padahal udah di bantah tp tetep ngotot.... Imigran dari Yaman gak lebih kayak Rohingya dah di kasih makan minte di naikin uang makan gak cukup kata nya maka nya di bela habis habisan sama Abu Mawas mereka sama sifat nya cuma klo rohingya itu bukan turunan.habib klo yaman konon turunan habib padahal udah di bantah tp tetep ngotot....,https://www.threads.com/@marcelino_rudy/post/DWXuUjlkz2Z,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,Imigran dari Yaman gak lebih kayak Rohingya dah di kasih makan minte di naikin uang makan gak cukup kata nya maka nya di bela habis habisan sama Abu Mawas mereka sama sifat nya cuma klo rohingya itu bukan turunan.habib klo yaman konon turunan habib padahal udah di bantah tp tetep ngotot.... Imigran dari Yaman gak lebih kayak Rohingya dah di kasih makan minte di naikin uang makan gak cukup kata nya maka nya di bela habis habisan sama Abu Mawas mereka sama sifat nya cuma klo rohingya itu bukan turunan.habib klo yaman konon turunan habib padahal udah di bantah tp tetep ngotot....,negative,0.9740245342254639,2026-03-23
igustingurahkawi63,2026-03-27 02:22:30+00:00,"Karena setiap detik dipromosikan Abah jd presiden, malah simpati rakyat semua hilang. Karena kita tahu Anis terlalu ambisi jd presiden, pasti ada agenda terselubung dari Yaman Balawi, HTI, FPI dan para sakit hati.  Translate Karena setiap detik dipromosikan Abah jd presiden, malah simpati rakyat semua hilang. Karena kita tahu Anis terlalu ambisi jd presiden, pasti ada agenda terselubung dari Yaman Balawi, HTI, FPI dan para sakit hati.",https://www.threads.com/@igustingurahkawi63/post/DWXvcmvkuuh,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,"Karena setiap detik dipromosikan Abah jd presiden, malah simpati rakyat semua hilang. Karena kita tahu Anis terlalu ambisi jd presiden, pasti ada agenda terselubung dari Yaman Balawi, HTI, FPI dan para sakit hati.  Translate Karena setiap detik dipromosikan Abah jd presiden, malah simpati rakyat semua hilang. Karena kita tahu Anis terlalu ambisi jd presiden, pasti ada agenda terselubung dari Yaman Balawi, HTI, FPI dan para sakit hati.",negative,0.9661096334457397,2026-03-23
triatmokodewodtr,2026-03-27 01:22:20+00:00,"Aduh itu bahasa kampungan banget, pasti bukan anak sekolahan di Indonesia. Menujuh (pake h) itu bahasa apa ? Menjadi 7 ? Menuju itu dari kata dasar Tuju, kalau pakai awalan me, cukup Menuju (jangan pakai h)  Translate Aduh itu bahasa kampungan banget, pasti bukan anak sekolahan di Indonesia. Menujuh (pake h) itu bahasa apa ? Menjadi 7 ? Menuju itu dari kata dasar Tuju, kalau pakai awalan me, cukup Menuju (jangan pakai h)",https://www.threads.com/@triatmokodewodtr/post/DWXoj71k2Vw,https://www.threads.com/@kebun_ijo.lumut/post/DWXdgxnCcv8,threads,False,"Aduh itu bahasa kampungan banget, pasti bukan anak sekolahan di Indonesia. Menujuh (pake h) itu bahasa apa ? Menjadi 7 ? Menuju itu dari kata dasar Tuju, kalau pakai awalan me, cukup Menuju (jangan pakai h)  Translate Aduh itu bahasa kampungan banget, pasti bukan anak sekolahan di Indonesia. Menujuh (pake h) itu bahasa apa ? Menjadi 7 ? Menuju itu dari kata dasar Tuju, kalau pakai awalan me, cukup Menuju (jangan pakai h)",negative,0.9192052483558655,2026-03-23
whoisazhar,2026-05-04 07:31:24+00:00,Benci siyal indon. Dtg tempat orang bawak bodoh dia Benci siyal indon. Dtg tempat orang bawak bodoh dia,https://www.threads.com/@whoisazhar/post/DX6JASTEXwm,https://www.threads.com/@rambu02desda/post/DX3vw-hEymB,threads,False,Benci siyal indon. Dtg tempat orang bawak bodoh dia Benci siyal indon. Dtg tempat orang bawak bodoh dia,negative,0.9957002401351929,2026-05-04
queennakey7,2026-05-04 01:47:39+00:00,Orang SGnya ga ada yg komen kah? Mereka macem ga peduli. Ga taunya tetangga yg sibuk 😂 Orang SGnya ga ada yg komen kah? Mereka macem ga peduli. Ga taunya tetangga yg sibuk 😂,https://www.threads.com/@queennakey7/post/DX5hqn_k3rd,https://www.threads.com/@rambu02desda/post/DX3vw-hEymB,threads,False,Orang SGnya ga ada yg komen kah? Mereka macem ga peduli. Ga taunya tetangga yg sibuk 😂 Orang SGnya ga ada yg komen kah? Mereka macem ga peduli. Ga taunya tetangga yg sibuk 😂,negative,0.9683960676193237,2026-05-04
sheer.adha,2026-05-04 03:35:30+00:00,Itu beras orang kaya loh  Translate Itu beras orang kaya loh,https://www.threads.com/@sheer.adha/post/DX5uAkZEeAS,https://www.threads.com/@rambu02desda/post/DX3vw-hEymB,threads,False,Itu beras orang kaya loh  Translate Itu beras orang kaya loh,negative,0.9559216499328613,2026-05-04
mizan.azmn_,2026-05-05 07:09:41+00:00,"Ikan hiu makan tomat,gblok  Translate Ikan hiu makan tomat,gblok",https://www.threads.com/@mizan.azmn_/post/DX8rUMfADOi,https://www.threads.com/@rambu02desda/post/DX3vw-hEymB,threads,False,"Ikan hiu makan tomat,gblok  Translate Ikan hiu makan tomat,gblok",negative,0.8673627972602844,2026-05-04
mat.alip.55,2026-05-04 01:57:05+00:00,"Indon ni memang murni bodoh tolol iq78 😂😂 datang negara orang tu bawa akal sekali, bukan bawa otak saje..  Translate Indon ni memang murni bodoh tolol iq78 😂😂 datang negara orang tu bawa akal sekali, bukan bawa otak saje..",https://www.threads.com/@mat.alip.55/post/DX5ivw1EQTH,https://www.threads.com/@rambu02desda/post/DX3vw-hEymB,threads,False,"Indon ni memang murni bodoh tolol iq78 😂😂 datang negara orang tu bawa akal sekali, bukan bawa otak saje..  Translate Indon ni memang murni bodoh tolol iq78 😂😂 datang negara orang tu bawa akal sekali, bukan bawa otak saje..",negative,0.974229633808136,2026-05-04
